node_id,node_label,node_symbol,node_role,orientation,node_domain,node_subtype,default_state_space,state_update_scale,default_window_days,min_observation_window_days,allowed_source_types_json,is_actionable_input_node,active,version,description,notes
NODE_BIO_MDA,Malondialdehyde,mda,observable,pos_down,cellular_damage,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Plasma malondialdehyde. Lipid peroxidation marker for oxidative stress. Proxy for oxidative stress component of OIC composite. Correlation with IL-6 pending verification.,
NODE_BIO_NFL,Neurofilament Light Chain,nfl,observable,pos_down,cellular_damage,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Plasma neurofilament light chain. Marker of axonal/neuronal damage. CAUTION: Cannot distinguish CNS from PNS damage — elevated in chemotherapy-induced peripheral neuropathy independently of CRCI. Low proxy validity for BBB-specific damage.,
NODE_BIO_P16,p16^INK4a Expression,p16,observable,pos_down,cellular_damage,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"T-cell p16^INK4a expression by flow cytometry. Primary peripheral proxy for cellular senescence. Elevated after chemotherapy, especially anthracyclines. Linked to accelerated cognitive aging.",
NODE_BIO_SHANNON,Gut Microbiome Shannon Diversity,shannon,observable,pos_up,microbiome_immune,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Shannon diversity index from 16S rRNA fecal sequencing. Proxy for gut-brain axis pathway. Reduced by chemotherapy and antibiotics. Limited cancer-specific normative data. Emerging biomarker with low proxy validity.,
NODE_BIO_TNF,Tumor Necrosis Factor Alpha,tnf,observable,pos_down,inflammatory,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Plasma TNF-α. Pro-inflammatory cytokine linked to neuroinflammation and SASP (senescence-associated secretory phenotype). Drives cellular senescence pathway. Correlated with IL-6 (ρ=0.65), CRP (ρ=0.58).",
NODE_COG_ATTN_SELECTIVE,Selective Attention,attn_selective,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Ability to focus on relevant stimuli while filtering distractors. Impaired by anxiety (rumination occupies attentional resources) and neuroinflammation.,
NODE_COG_ATTN_SUSTAINED,Sustained Attention,attn_sustained,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Ability to maintain attention over time (vigilance). Commonly impaired in CRCI. Affected by fatigue, sleep disruption, and dopaminergic signaling.",
NODE_COG_EPISODIC_MEM,Episodic Memory,episodic_mem,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Ability to encode, store, and retrieve new information. Hippocampus-dependent. Most affected by neurogenesis pathway (M5) and BDNF (M4). Commonly reported CRCI complaint.",
NODE_COG_EXEC_INHIBITION,Executive Function — Inhibition,exec_inhibition,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Executive function: inhibitory control and response suppression. Dependent on prefrontal-striatal circuits. Linked to dopaminergic signaling (M17). Measured by Stroop interference, Go/No-Go.",
NODE_COG_EXEC_PLANNING,Executive Function — Planning,exec_planning,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Executive function: planning, sequencing, and organization. Prefrontal cortex-dependent. Impaired by neuroinflammation-mediated PFC dysfunction. The paper splits executive function into planning and inhibition (2 nodes).",
NODE_COG_LANGUAGE,Language Comprehension,language,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Language comprehension and expression beyond word retrieval (which is verbal fluency). Includes reading comprehension, sentence processing, discourse. Less commonly impaired in CRCI but relevant for functional assessment.",
NODE_COG_PROC_SPEED,Processing Speed,proc_speed,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Speed of information processing. MOST SENSITIVE domain to chemotherapy effects (myelin/oligodendrocyte pathway M16). Often first deficit detected. Primary target of TMT-B, Digit Symbol.",
NODE_COG_VERBAL_FLUENCY,Verbal Fluency,verbal_fluency,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Ability to generate words under constraint (phonemic and semantic). Requires processing speed + executive search + semantic memory. Sensitive to white matter integrity (myelin pathway).,
NODE_COG_VISUOSPATIAL,Visuospatial Function,visuospatial,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Visuospatial processing, construction, and mental rotation. Parietal cortex-dependent. Less commonly reported in CRCI but included for comprehensive cognitive assessment. MoCA includes visuospatial items.",
NODE_COG_WORK_MEM,Working Memory,work_mem,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Ability to hold and manipulate information in short-term memory. Affected by neuroinflammation-mediated prefrontal cortex dysfunction. Linked to BDNF/neuroplasticity.,
NODE_COMP_CRCI,CRCI Composite Score,comp_crci,observable,pos_up,cognitive_performance,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Severity-weighted inverse-variance average across L5 cognitive domains (Formula F-1). Weights w_d = 1/σ²_d. Severity weights 1.0x/1.5x/2.0x at z thresholds 1/2. Six tiers: Excellent(85-100)/Good(70-84)/Mild(50-69)/Moderate(30-49)/Poor(15-29)/Severe(0-14). Score = Φ(-z) × 100.,
NODE_EXO_AGE,Age at Diagnosis,age,exogenous,pos_down,demographics,observable,z,treatment_cycle,1,1,"[""clinical_record""]",0,1,1,"Age at cancer diagnosis. Modifies neuroplasticity response (BDNF), neurogenesis capacity, and senescence baseline. Grade B modifier for multiple pathways. ACC formula uses max(1,(age-50)/10).",
NODE_EXO_APOE,APOE Genotype Status,apoe,exogenous,pos_down,demographics,observable,categorical,treatment_cycle,1,1,"[""clinical_record""]",0,1,1,APOE epsilon-4 carrier status. Grade A modifier (Pearce 2022). e4 carriers show attenuated exercise-cognition benefit and amplified neuroinflammatory response to chemotherapy.,
NODE_EXO_CANCER_TYPE,Cancer Type,cancer_type,exogenous,categorical,treatment,observable,categorical,treatment_cycle,1,1,"[""clinical_record""]",0,1,1,Primary cancer diagnosis. Drives prior context matching and cancer-specific pathway activation patterns. Breast cancer has strongest evidence base; others use fallback priors.,
NODE_EXO_CHEMO_REGIMEN,Chemotherapy Regimen Class,chemo_regimen,exogenous,categorical,treatment,observable,categorical,treatment_cycle,1,1,"[""clinical_record""]",0,1,1,"Chemotherapy regimen classification (anthracycline, taxane, platinum, alkylating, combination). Primary driver of treatment-induced neurotoxicity across multiple mechanistic pathways.",
NODE_EXO_COG_RESERVE,Premorbid Cognitive Reserve,reserve,exogenous,pos_up,demographics,observable,z,treatment_cycle,1,1,"[""clinical_record""]",0,1,1,"Premorbid cognitive reserve proxy based on education, occupation, and premorbid IQ. Grade B modifier (Stern 2009). m_CR in [0.7, 1.3]: >16yr edu → 0.7 (protective); <12yr → 1.3 (vulnerability).",
NODE_EXO_COMORBIDITY,Comorbidity Burden,comorbidity,exogenous,pos_down,demographics,observable,z,treatment_cycle,1,1,"[""clinical_record""]",0,1,1,Overall comorbidity burden (Charlson Comorbidity Index or count). Modifies metabolic pathway activation and vascular risk. Drives contraindication evaluation for exercise intensity.,
NODE_EXO_RADIATION,Radiation Exposure,radiation,exogenous,categorical,treatment,observable,categorical,treatment_cycle,1,1,"[""clinical_record""]",0,1,1,"Radiation exposure type and location (cranial, whole-body, pelvic, none). Cranial radiation is strongest risk factor for direct CNS damage and BBB disruption.",
NODE_EXO_SEX,Biological Sex,sex,exogenous,categorical,demographics,observable,categorical,treatment_cycle,1,1,"[""clinical_record""]",0,1,1,"Biological sex. Modifies HPA axis reactivity and hormonal pathway effects. Relevant for endocrine therapy interactions (tamoxifen, aromatase inhibitors).",
NODE_EXO_TX_PHASE,Treatment Phase,tx_phase,exogenous,categorical,treatment,observable,categorical,treatment_cycle,1,1,"[""clinical_record""]",0,1,1,Current treatment phase. Drives prior selection (33 context-matched matrices) and modifier activation. Key variable for the 4-level fallback hierarchy in ALG-C1.,
NODE_PATH_BBB,Blood-Brain Barrier Disruption,bbb,latent,pos_down,inflammatory,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,BBB disruption pathway (M14). EDGELESS PLACEHOLDER. Chemotherapy-induced BBB permeability allows peripheral inflammatory mediators into CNS. NfL is candidate proxy but cannot distinguish CNS from PNS damage. Future expansion candidate.,
NODE_PATH_CEREBROVASCULAR,Cerebrovascular Function,cerebrovascular,latent,pos_up,metabolic,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,"Cerebrovascular function and perfusion (M11). EDGELESS PLACEHOLDER — pathway concept without parameterized edges in v1. Cerebral blood flow, endothelial function, vascular stiffness. Future expansion candidate.",
NODE_PATH_DNA_DAMAGE,DNA Damage Response,dna_damage,latent,pos_down,cellular_damage,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,DNA damage and repair pathway (M7). Direct effect of chemotherapy and radiation. Drives cellular senescence via persistent damage foci. Proxied by γ-H2AX. Moderate-High evidence (1.15x SE multiplier).,
NODE_PATH_DOPAMINERGIC,Dopaminergic Signaling,dopaminergic,latent,pos_up,neuroendocrine,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,Dopaminergic reward and motivation signaling (M17). Chemotherapy may disrupt dopamine synthesis/signaling → reduced motivation → reduced activity engagement → secondary cognitive effects. Low-Moderate evidence (1.75x SE).,
NODE_PATH_EPIGENETIC,Epigenetic Modification,epigenetic,latent,pos_down,cellular_damage,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,"Epigenetic modification pathway (M12). Chemotherapy-induced DNA methylation changes, histone modifications affecting gene expression in neuronal and glial cells. Low-Moderate evidence (1.75x SE). No validated peripheral proxy for CNS epigenetic state.",
NODE_PATH_GLYMPHATIC,Glymphatic Clearance,glymphatic,latent,pos_up,inflammatory,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,Glymphatic waste clearance (M10). Sleep-dependent CNS waste clearance system. Sleep disruption → impaired glymphatic flow → neuroinflammatory metabolite accumulation. Part of LOOP_05 (HPA→Sleep→Glymphatic→Neuroinflammation→HPA). Low-Moderate evidence (1.75x SE).,
NODE_PATH_GUT_BRAIN,Gut-Brain Axis Signaling,gut_brain,latent,pos_down,microbiome_immune,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,Gut-brain axis dysfunction (M8). Chemotherapy-induced dysbiosis → increased intestinal permeability → systemic inflammation → neuroinflammation. Low-Moderate evidence (1.75x SE multiplier). Proxied by Shannon diversity.,
NODE_PATH_HPA,HPA Axis Dysregulation,hpa,latent,pos_down,neuroendocrine,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,Hypothalamic-pituitary-adrenal axis dysregulation (M3). NIC covariance structure links this to OIC. Flattened cortisol slope indicates chronic stress response. Drives sleep disruption and mood disturbance. Proxied by cortisol diurnal slope.,
NODE_PATH_METABOLIC,Metabolic Dysregulation,metabolic,latent,pos_down,metabolic,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,"Metabolic dysregulation pathway (M13). Insulin resistance, impaired cerebral glucose metabolism. Dexamethasone and hormonal therapy can exacerbate. Links to neuroinflammation via metabolic inflammation. Proxied by fasting glucose.",
NODE_PATH_MYELIN,Myelin / Oligodendrocyte Integrity,myelin,latent,pos_up,cellular_damage,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,Myelin and oligodendrocyte integrity (M16). Chemotherapy directly toxic to oligodendrocytes → demyelination → processing speed deficits. Moderate-High evidence (1.15x SE). Primary effect on processing speed domain.,
NODE_PATH_NEUROGENESIS,Adult Neurogenesis,neurogenesis,latent,pos_up,neurotrophic,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,"Hippocampal adult neurogenesis (M5). BDNF-dependent. Exercise-promoted, chemotherapy-suppressed. Primary effect on episodic memory. Declines with age. No direct peripheral biomarker; inferred from BDNF + hippocampal volume (imaging).",
NODE_PATH_NEUROPLASTICITY,Neuroplasticity / BDNF Signaling,neuroplasticity,latent,pos_up,neurotrophic,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,"BDNF-mediated neuroplasticity (M4). Enhanced by exercise, suppressed by chronic inflammation and stress. Key pathway for exercise → cognition benefit. SE multiplier 1.15x (Moderate-High evidence, 1.5x in cancer-specific contexts).",
NODE_PATH_OIC,Oxidative-Inflammatory Cascade,oic,latent,pos_down,inflammatory,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,COMPOSITE NODE absorbing M1 (Neuroinflammation) + M2 (Oxidative Stress) + M6 (Mitochondrial Dysfunction). Internal 3x3 covariance matrix + amplification factor α. Resolves bidirectional neuroinflammation ↔ oxidative stress ↔ mitochondrial dysfunction cycle within acyclic DAG. Best proxied by IL-6.,
NODE_PATH_SENESCENCE,Cellular Senescence,senescence,latent,pos_down,cellular_damage,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,Cellular senescence and SASP (M9). Chemotherapy-induced senescent cell accumulation produces pro-inflammatory secretome. Drives accelerated cognitive aging. Proxied by p16^INK4a. Linked to ACC factor in temporal model.,
NODE_PATH_SYNAPTIC,Synaptic Function,synaptic,latent,pos_up,neurotrophic,latent_construct,z,weekly,7,3,"[""instrument""]",0,1,1,"Synaptic function and long-term potentiation (M15). CONVERGENT HUB — receives input from neuroinflammation, BDNF, metabolic, and other pathways. Final common pathway before cognitive domains. 8 edges. No direct peripheral proxy.",
NODE_SYM_ANXIETY,Anxiety,anxiety,observable,pos_down,symptom_burden,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Anxiety symptom severity. Member of LOOP_03 (Anxiety ↔ Sleep, gain=0.11). Driven by HPA dysregulation. Impairs attentional control and working memory through worry/rumination.",
NODE_SYM_APPETITE,Appetite / Nausea Disruption,appetite,observable,pos_down,symptom_burden,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Appetite disruption, nausea, weight changes. Chemotherapy-induced. Impacts nutritional status → gut microbiome → metabolic pathways. Particularly relevant during active treatment phase.",
NODE_SYM_COG_COMPLAINTS,Subjective Cognitive Complaints,complaints,observable,pos_down,symptom_burden,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Patient-reported cognitive difficulties. Part of CAL covariance structure (correlated with depression — reporting bias). May exceed or underestimate objective cognitive impairment. Important for patient experience but not always correlated with neuropsych testing.,
NODE_SYM_DECONDITIONING,Physical Deconditioning,deconditioning,observable,pos_down,symptom_burden,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Physical deconditioning and reduced cardiorespiratory fitness. Consequence of treatment-related fatigue → reduced activity → further deconditioning (vicious cycle). Reduced VO2max impairs cerebral blood flow and oxygen delivery.,
NODE_SYM_DEPRESSION,Depression,depression,observable,pos_down,symptom_burden,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Depressive symptom severity. Member of LOOP_02 (Depression ↔ Sleep, gain=0.14). Part of CAL covariance structure (Cognitive-Affective Loop) with subjective cognition. PHQ-9 has known somatic confound in cancer (SE 1.5x).",
NODE_SYM_FATIGUE,Cancer-Related Fatigue,fatigue,observable,pos_down,symptom_burden,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Cancer-related fatigue severity. Most common CRCI comorbid symptom. Member of LOOP_01 (Fatigue ↔ Physical Activity, gain=0.16). Driven by neuroinflammation (OIC) and deconditioning. Directly impairs cognitive performance.",
NODE_SYM_PAIN,Pain,pain,observable,pos_down,symptom_burden,observable,z,weekly,7,3,"[""instrument""]",0,1,1,Pain severity (neuropathic and nociceptive). Chemotherapy-induced peripheral neuropathy is major contributor. Pain medications (opioids) independently impair cognition. Drives fatigue cycle.,
NODE_SYM_SLEEP_DISRUPTION,Sleep Disruption,sleep_disruption,observable,pos_down,symptom_burden,observable,z,weekly,7,3,"[""instrument""]",0,1,1,"Sleep disruption as SYMPTOM (distinct from NODE_BEH_SLEEP_QUALITY which is the behavior). Insomnia severity, fragmented sleep, non-restorative sleep. Member of LOOP_02 and LOOP_03. Impairs glymphatic clearance. Measured by ISI or PSQI component scores.",
