timestamp,model_id,prompt_hash,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,latency_ms,extraction_run_id,agent_id,success
2026-02-26T13:46:56.916986+00:00,claude-sonnet-4-20250514,939a8a8ee7887c98,9456,128,9584,0.030288,4313.1,,,True
2026-02-26T13:47:03.808879+00:00,claude-sonnet-4-20250514,bf7ef7e463f0286d,9011,499,9510,0.034518,6890.7,,,True
2026-02-26T13:47:15.313794+00:00,claude-sonnet-4-20250514,3e5bdb5d77de9fdb,11854,772,12626,0.047142,11502.9,,,True
2026-02-26T13:47:19.364354+00:00,claude-sonnet-4-20250514,772250a6a1573917,9584,123,9707,0.030597,4048.9,,,True
2026-02-26T13:47:24.901016+00:00,claude-sonnet-4-20250514,5c96801b9c9462d9,7684,418,8102,0.029322,5535.4,,,True
2026-02-26T13:47:28.350558+00:00,claude-sonnet-4-20250514,5a019525fa25878f,9587,201,9788,0.031776,3448.1,,,True
2026-02-26T13:47:37.108102+00:00,claude-sonnet-4-20250514,f59ba5c6fe7e7531,3611,467,4078,0.017838,8756.1,,,True
2026-02-26T13:47:54.184787+00:00,claude-sonnet-4-20250514,28ffde524623644f,10088,1295,11383,0.049689,17075.6,,,True
2026-02-26T13:51:51.019798+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,3999.3,,,True
2026-02-26T13:51:57.573246+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6535.3,,,True
2026-02-26T13:52:01.263501+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,3689.3,,,True
2026-02-26T13:52:02.651039+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,1380.1,,,True
2026-02-26T13:52:05.763463+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,3106.4,,,True
2026-02-26T13:52:07.890127+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,2125.6,,,True
2026-02-26T13:52:11.432493+00:00,claude-sonnet-4-20250514,2d6a4fb7cbf75ebf,9450,122,9572,0.03018,3539.7,,,True
2026-02-26T13:52:18.128633+00:00,claude-sonnet-4-20250514,5b46b11d8ba1791f,9005,497,9502,0.03447,6694.9,,,True
2026-02-26T13:52:29.036672+00:00,claude-sonnet-4-20250514,6b6c514a3ed864e2,11848,784,12632,0.047304,10906.1,,,True
2026-02-26T13:52:33.511914+00:00,claude-sonnet-4-20250514,8f5d6c2033b86edc,9578,123,9701,0.030579,4473.0,,,True
2026-02-26T13:52:39.632424+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,6119.2,,,True
2026-02-26T13:52:44.698401+00:00,claude-sonnet-4-20250514,11015cff1beee7f1,9581,201,9782,0.031758,5063.2,,,True
2026-02-26T13:52:53.010770+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,464,4079,0.017805,8310.8,,,True
2026-02-26T13:53:09.550044+00:00,claude-sonnet-4-20250514,8961571790c5db80,10082,1296,11378,0.049686,16538.0,,,True
2026-02-26T13:56:21.470883+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,5058.1,,,True
2026-02-26T13:56:28.120063+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6625.9,,,True
2026-02-26T13:56:31.580220+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,3459.5,,,True
2026-02-26T13:56:34.973601+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,3384.6,,,True
2026-02-26T13:56:38.536765+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,3533.6,,,True
2026-02-26T13:56:40.618334+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,2080.5,,,True
2026-02-26T13:56:44.166750+00:00,claude-sonnet-4-20250514,567ab9801ffe9ab8,9427,120,9547,0.030081,3546.3,,,True
2026-02-26T13:56:50.614604+00:00,claude-sonnet-4-20250514,5e815095bcd910d8,8982,497,9479,0.034401,6444.4,,,True
2026-02-26T13:57:18.641541+00:00,claude-sonnet-4-20250514,7c5e103e374303a7,11825,2575,14400,0.0741,28024.9,,,True
2026-02-26T13:57:21.610885+00:00,claude-sonnet-4-20250514,934fdf6cebdccb6d,9555,123,9678,0.03051,2966.4,,,True
2026-02-26T13:57:28.952982+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,7340.7,,,True
2026-02-26T13:57:32.366754+00:00,claude-sonnet-4-20250514,1d96d89ed0f5b05e,9558,201,9759,0.031689,3412.0,,,True
2026-02-26T13:57:41.001184+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,464,4079,0.017805,8633.1,,,True
2026-02-26T13:57:58.733299+00:00,claude-sonnet-4-20250514,efa5cb1f4be777f3,10059,1702,11761,0.055707,17730.9,,,True
2026-02-26T13:58:58.809708+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,3922.3,,,True
2026-02-26T13:59:05.084368+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6258.8,,,True
2026-02-26T13:59:17.259766+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,12174.7,,,True
2026-02-26T13:59:18.904481+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,1637.3,,,True
2026-02-26T13:59:21.793788+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,2883.1,,,True
2026-02-26T13:59:24.176707+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,2381.7,,,True
2026-02-26T13:59:27.858017+00:00,claude-sonnet-4-20250514,0d52fa2ccd2ef500,9463,122,9585,0.030219,3679.5,,,True
2026-02-26T13:59:34.234675+00:00,claude-sonnet-4-20250514,2915ebcebb551389,9018,497,9515,0.034509,6375.6,,,True
2026-02-26T14:00:01.276568+00:00,claude-sonnet-4-20250514,b3bff1a8f1b93b42,11861,2564,14425,0.074043,27037.1,,,True
2026-02-26T14:00:04.609694+00:00,claude-sonnet-4-20250514,baed850114c01303,9591,123,9714,0.030618,3330.4,,,True
2026-02-26T14:00:11.488616+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,6877.7,,,True
2026-02-26T14:00:16.617021+00:00,claude-sonnet-4-20250514,e065d7bea84e0e13,9594,201,9795,0.031797,5126.8,,,True
2026-02-26T14:00:28.927285+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,465,4080,0.01782,12309.1,,,True
2026-02-26T14:00:54.675347+00:00,claude-sonnet-4-20250514,60db721ec4d3e281,10095,1296,11391,0.049725,25747.1,,,True
2026-02-26T14:04:01.797260+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,5948.2,,,True
2026-02-26T14:04:08.532050+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6702.3,,,True
2026-02-26T14:04:12.902946+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,4370.2,,,True
2026-02-26T14:04:14.420599+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,1488.4,,,True
2026-02-26T14:04:17.102684+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,2653.1,,,True
2026-02-26T14:04:19.224478+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,2118.5,,,True
2026-02-26T14:04:22.827135+00:00,claude-sonnet-4-20250514,d8608347e46dacf2,9435,122,9557,0.030135,3596.3,,,True
2026-02-26T14:04:29.229501+00:00,claude-sonnet-4-20250514,642aa4a2fb801551,8990,497,9487,0.034425,6400.9,,,True
2026-02-26T14:04:33.541295+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,4347.0,,,True
2026-02-26T14:04:39.628750+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6032.1,,,True
2026-02-26T14:04:41.862753+00:00,claude-sonnet-4-20250514,7d355e8ba1c00f1b,11833,784,12617,0.047259,12628.6,,,True
2026-02-26T14:04:43.117037+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,3487.6,,,True
2026-02-26T14:04:44.810218+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,1675.9,,,True
2026-02-26T14:04:45.995692+00:00,claude-sonnet-4-20250514,3cefd2c419d29e87,9563,123,9686,0.030534,4130.7,,,True
2026-02-26T14:04:47.760107+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,2932.0,,,True
2026-02-26T14:04:50.833373+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,3069.0,,,True
2026-02-26T14:04:52.240904+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,6238.2,,,True
2026-02-26T14:04:57.148686+00:00,claude-sonnet-4-20250514,b209df4cc0cd607b,9444,122,9566,0.030162,6313.1,,,True
2026-02-26T14:04:57.199273+00:00,claude-sonnet-4-20250514,0a4a6fe2c0cfebee,9566,201,9767,0.031713,4957.0,,,True
2026-02-26T14:05:03.419651+00:00,claude-sonnet-4-20250514,a80cc2583122ffc7,8999,497,9496,0.034452,6269.5,,,True
2026-02-26T14:05:05.611875+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,471,4086,0.01791,8411.5,,,True
2026-02-26T14:05:15.289408+00:00,claude-sonnet-4-20250514,a4fccd7b3681d991,11842,784,12626,0.047286,11866.9,,,True
2026-02-26T14:05:18.763385+00:00,claude-sonnet-4-20250514,5141c792d3a193e5,9572,123,9695,0.030561,3471.5,,,True
2026-02-26T14:05:23.804518+00:00,claude-sonnet-4-20250514,be03753730e9d8ba,10067,1292,11359,0.049581,18191.7,,,True
2026-02-26T14:05:24.777021+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,6010.8,,,True
2026-02-26T14:05:31.591203+00:00,claude-sonnet-4-20250514,ce928b45a5dff34d,9575,201,9776,0.03174,6812.5,,,True
2026-02-26T14:05:39.830267+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,471,4086,0.01791,8237.5,,,True
2026-02-26T14:05:58.279804+00:00,claude-sonnet-4-20250514,f82e42e87a5aa656,10076,1306,11382,0.049818,18448.3,,,True
2026-02-26T14:06:37.420080+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,4477.6,,,True
2026-02-26T14:06:45.481799+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,8036.4,,,True
2026-02-26T14:06:50.361436+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,4879.0,,,True
2026-02-26T14:06:52.753075+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,2384.1,,,True
2026-02-26T14:06:56.085016+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,3309.2,,,True
2026-02-26T14:06:58.157299+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,2071.2,,,True
2026-02-26T14:07:01.862079+00:00,claude-sonnet-4-20250514,bfe2c77e347c466b,9452,122,9574,0.030186,3703.0,,,True
2026-02-26T14:07:10.309724+00:00,claude-sonnet-4-20250514,1ae8340a121d66ae,9007,497,9504,0.034476,8446.5,,,True
2026-02-26T14:07:21.517228+00:00,claude-sonnet-4-20250514,6ca85b76dd524137,11850,784,12634,0.04731,11205.5,,,True
2026-02-26T14:07:27.669538+00:00,claude-sonnet-4-20250514,3d7cc80830b0fa94,9580,123,9703,0.030585,6149.9,,,True
2026-02-26T14:07:33.758417+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,6087.7,,,True
2026-02-26T14:07:37.433688+00:00,claude-sonnet-4-20250514,c38cf01092acb7ac,9583,201,9784,0.031764,3668.7,,,True
2026-02-26T14:07:48.028432+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,465,4080,0.01782,10593.6,,,True
2026-02-26T14:08:01.739875+00:00,claude-sonnet-4-20250514,34fd8628f2c932f5,10084,1097,11181,0.046707,13705.9,,,True
2026-02-26T14:10:48.705849+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,8023.6,,,True
2026-02-26T14:10:55.146826+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6413.5,,,True
2026-02-26T14:10:58.767434+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,3617.7,,,True
2026-02-26T14:11:00.278845+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,1502.3,,,True
2026-02-26T14:11:03.261339+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,2953.7,,,True
2026-02-26T14:11:05.394751+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,2132.4,,,True
2026-02-26T14:11:09.487461+00:00,claude-sonnet-4-20250514,041894813e1e9bdb,9462,122,9584,0.030216,4090.0,,,True
2026-02-26T14:11:15.923849+00:00,claude-sonnet-4-20250514,1312526c7bba0e03,9017,497,9514,0.034506,6434.5,,,True
2026-02-26T14:11:40.252974+00:00,claude-sonnet-4-20250514,81ba150bb200ef7f,11860,2184,14044,0.06834,24324.5,,,True
2026-02-26T14:11:43.480898+00:00,claude-sonnet-4-20250514,efb7a0f9f131e052,9590,123,9713,0.030615,3222.6,,,True
2026-02-26T14:11:49.857116+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,6375.0,,,True
2026-02-26T14:11:54.098628+00:00,claude-sonnet-4-20250514,3b309c6468682500,9593,201,9794,0.031794,4240.0,,,True
2026-02-26T14:12:04.045779+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,464,4079,0.017805,9945.8,,,True
2026-02-26T14:12:19.942788+00:00,claude-sonnet-4-20250514,16fe0cbcbfebe0f0,10094,1390,11484,0.051132,15895.9,,,True
2026-02-26T14:13:40.872153+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,4182.6,,,True
2026-02-26T14:13:46.916292+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6028.2,,,True
2026-02-26T14:13:51.250042+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,4333.1,,,True
2026-02-26T14:13:52.752354+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,1494.9,,,True
2026-02-26T14:13:55.528847+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,2755.4,,,True
2026-02-26T14:13:58.707695+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,3177.5,,,True
2026-02-26T14:14:02.514847+00:00,claude-sonnet-4-20250514,7e44c7d959de52eb,9446,120,9566,0.030138,3799.8,,,True
2026-02-26T14:14:08.986867+00:00,claude-sonnet-4-20250514,3512a9d1994acd22,9001,497,9498,0.034458,6470.9,,,True
2026-02-26T14:14:20.864103+00:00,claude-sonnet-4-20250514,cdd4c5f8ebac886f,11844,780,12624,0.047232,11875.4,,,True
2026-02-26T14:14:24.319066+00:00,claude-sonnet-4-20250514,c682b525f95f485c,9574,123,9697,0.030567,3452.8,,,True
2026-02-26T14:14:30.896220+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,6575.7,,,True
2026-02-26T14:14:34.504139+00:00,claude-sonnet-4-20250514,016dd1b5e23b0e66,9577,201,9778,0.031746,3606.2,,,True
2026-02-26T14:14:43.580571+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,464,4079,0.017805,9075.0,,,True
2026-02-26T14:15:00.241226+00:00,claude-sonnet-4-20250514,fcc3596720b629e8,10078,1292,11370,0.049614,16659.6,,,True
2026-02-26T14:15:15.775361+00:00,claude-sonnet-4-20250514,18a9603f589b4757,5404,86,5490,0.017502,3556.1,,,True
2026-02-26T14:15:22.169585+00:00,claude-sonnet-4-20250514,17de174debf5e8ad,11032,491,11523,0.040461,6375.9,,,True
2026-02-26T14:15:25.705826+00:00,claude-sonnet-4-20250514,fdd5e8808cbc49a6,11034,90,11124,0.034452,3535.7,,,True
2026-02-26T14:15:27.323337+00:00,claude-sonnet-4-20250514,02296bf9d4a927ea,2731,44,2775,0.008853,1570.5,,,True
2026-02-26T14:15:29.774344+00:00,claude-sonnet-4-20250514,6ce5ee6d1ddacb89,2120,149,2269,0.008595,2444.5,,,True
2026-02-26T14:15:31.705099+00:00,claude-sonnet-4-20250514,660aa29a1687fc76,3510,74,3584,0.01164,1929.8,,,True
2026-02-26T14:15:42.954252+00:00,claude-sonnet-4-20250514,06a5260d8c6bd23d,6317,928,7245,0.032871,11242.6,,,True
2026-02-26T14:15:48.490359+00:00,claude-sonnet-4-20250514,c3f93feed18a0208,5872,470,6342,0.024666,5534.2,,,True
2026-02-26T14:17:47.981150+00:00,claude-sonnet-4-20250514,56fdb63f9edfeef8,9428,13693,23121,0.233679,119488.6,,,True
2026-02-26T14:17:50.462481+00:00,claude-sonnet-4-20250514,14e7a0df80777edb,6445,113,6558,0.02103,2477.3,,,True
2026-02-26T14:17:53.519045+00:00,claude-sonnet-4-20250514,c8f0e53189505dcc,6406,191,6597,0.022083,3055.5,,,True
2026-02-26T14:17:57.465838+00:00,claude-sonnet-4-20250514,8b9ea72abf541008,6448,251,6699,0.023109,3945.8,,,True
2026-02-26T14:18:14.892069+00:00,claude-sonnet-4-20250514,05c725298e8604eb,3448,1331,4779,0.030309,17424.8,,,True
2026-02-26T14:19:13.907694+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,5110.3,,,True
2026-02-26T14:19:20.864484+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6939.4,,,True
2026-02-26T14:19:24.430891+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,3565.8,,,True
2026-02-26T14:19:26.120153+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,1681.8,,,True
2026-02-26T14:19:29.661242+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,3532.6,,,True
2026-02-26T14:19:31.749637+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,2087.4,,,True
2026-02-26T14:19:35.841673+00:00,claude-sonnet-4-20250514,8fc23248da38f614,9445,128,9573,0.030255,4089.4,,,True
2026-02-26T14:19:42.390636+00:00,claude-sonnet-4-20250514,e126737c84642f6d,9000,497,9497,0.034455,6547.9,,,True
2026-02-26T14:19:57.817485+00:00,claude-sonnet-4-20250514,a4804b829cd24fed,11843,784,12627,0.047289,15425.0,,,True
2026-02-26T14:20:01.086171+00:00,claude-sonnet-4-20250514,3d36861386b0a5cd,9573,123,9696,0.030564,3265.2,,,True
2026-02-26T14:20:09.710844+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,8623.5,,,True
2026-02-26T14:20:13.179007+00:00,claude-sonnet-4-20250514,dfe17e92f1fe212c,9576,201,9777,0.031743,3466.5,,,True
2026-02-26T14:20:21.940530+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,464,4079,0.017805,8760.3,,,True
2026-02-26T14:20:37.688473+00:00,claude-sonnet-4-20250514,c062504ed8f9db77,10077,1282,11359,0.049461,15746.5,,,True
2026-02-26T14:20:55.556408+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,3796.8,,,True
2026-02-26T14:21:02.154451+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6576.7,,,True
2026-02-26T14:21:05.691769+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,3536.6,,,True
2026-02-26T14:21:27.512282+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,4012.3,,,True
2026-02-26T14:21:35.126835+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,7596.8,,,True
2026-02-26T14:21:41.457676+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,6327.6,,,True
2026-02-26T14:21:43.095135+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,1630.3,,,True
2026-02-26T14:21:46.353118+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,3213.4,,,True
2026-02-26T14:21:48.356356+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,2002.3,,,True
2026-02-26T14:21:52.539388+00:00,claude-sonnet-4-20250514,65511320e5cb42a7,9447,122,9569,0.030171,4181.3,,,True
2026-02-26T14:21:58.949013+00:00,claude-sonnet-4-20250514,0a47bf515999d240,9002,497,9499,0.034461,6408.5,,,True
2026-02-26T14:22:43.462236+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,3982.4,,,True
2026-02-26T14:22:49.496159+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6016.3,,,True
2026-02-26T14:22:53.291818+00:00,claude-sonnet-4-20250514,72adbf0f0310293a,13142,176,13318,0.042066,3794.9,,,True
2026-02-26T14:22:55.417177+00:00,claude-sonnet-4-20250514,851d033d79d73894,4089,44,4133,0.012927,2117.8,,,True
2026-02-26T14:22:59.536239+00:00,claude-sonnet-4-20250514,5dcf95ce1dbdf1ac,1851,196,2047,0.008493,4107.1,,,True
2026-02-26T14:23:01.575001+00:00,claude-sonnet-4-20250514,f3f755ea137e5ca9,4853,76,4929,0.015699,2037.8,,,True
2026-02-26T14:23:06.543765+00:00,claude-sonnet-4-20250514,9e4b03ee429eebe3,9457,128,9585,0.030291,4966.4,,,True
2026-02-26T14:23:13.230893+00:00,claude-sonnet-4-20250514,4b01727c3c94c55a,9012,497,9509,0.034491,6686.0,,,True
2026-02-26T14:23:40.279654+00:00,claude-sonnet-4-20250514,7ae0a8ce92ef9f3a,11855,2445,14300,0.07224,27047.0,,,True
2026-02-26T14:23:43.186455+00:00,claude-sonnet-4-20250514,98f4477e4720c4b8,9585,123,9708,0.0306,2901.7,,,True
2026-02-26T14:23:49.616554+00:00,claude-sonnet-4-20250514,6c00deb22a8db7e4,7688,475,8163,0.030189,6429.0,,,True
2026-02-26T14:23:53.480715+00:00,claude-sonnet-4-20250514,cc59b6d6b085a0f7,9588,201,9789,0.031779,3862.7,,,True
2026-02-26T14:24:01.553406+00:00,claude-sonnet-4-20250514,74403c10c517ad73,3615,464,4079,0.017805,8071.6,,,True
2026-02-26T14:24:15.449070+00:00,claude-sonnet-4-20250514,2efcd5ddfebfa55f,10089,1362,11451,0.050697,13894.6,,,True
2026-02-26T14:24:16.701395+00:00,claude-sonnet-4-20250514,e44c7a9aefec8da0,5719,92,5811,0.018537,3928.6,,,True
2026-02-26T14:24:22.862974+00:00,claude-sonnet-4-20250514,fd83081499a15487,13140,447,13587,0.046125,6122.5,,,True
